,367,485,448,451,414,362,325,320,489,492,455,418,366,329,450,413,361,459,336,491,454,417,331,377,458,424,372,335,490,330,465,428,376,339,423,371,334,300,469,309,464,427,375,341,304,422,468,382,345,308,463,340,303,438,386,349,470,433,381,344,307,310,479,474,437,385,348,351,314,432,478,389,392,355,318,473,436,402,350,313,396,359,477,480,443,406,391,354,317,401,484,447,395,358,324,442,405,488,399,365,328,483,446,409,412,360,323,369,487,453,416,364,327,411,457,368,452,415,338,456,419,370,333,379,426,374,337,421,332,467,378,462,425,373,302,420,466,429,380,343,306,461,301,384,347,431,305,388,472,435,383,346,312,430,476,439,387,390,353,316,471,434,400,311,357,475,441,404,352,315,482,445,408,393,356,319,322,440,403,486,449,397,363,326,481,444,407,410,321
0,25.50851,26.77517,26.33077,29.17947,35.15617,28.86167,32.77455,32.58763,21.81823,30.223,30.47965,32.6074,24.69957,23.47588,28.18251,30.91969,27.48274,21.57901,22.60164,30.2864,30.19806,31.29899,24.48,30.94057,33.48742,31.26356,34.7491,33.83365,22.99339,20.30451,24.27387,26.35185,32.96919,17.76735,31.13312,20.82084,26.38073,28.14178,32.67538,26.29606,22.08952,30.249,24.74601,33.03932,34.56854,34.45833,24.57393,23.21016,35.67001,31.59721,26.32203,19.02646,33.1543,30.71562,32.57344,23.62863,34.01161,20.49324,21.26868,19.77483,34.50576,19.42493,21.48937,24.2981,24.67429,23.34011,32.74412,33.67599,29.85537,21.69241,35.32666,22.31331,32.79913,27.32555,21.13708,29.72072,24.4835,31.48413,31.65131,22.71333,20.09234,25.80876,32.46652,22.38971,21.1299,33.12012,34.37835,21.17547,22.7078,32.39812,32.59514,27.0209,30.99444,25.10337,20.56787,21.3305,32.00023,33.32426,32.62641,18.60621,27.27283,29.46304,29.64765,22.7436,25.69335,35.28724,31.76594,35.21468,32.87981,19.72551,21.91641,21.94923,33.4345,32.1246,22.41805,28.86507,33.38888,32.41272,31.5582,30.58945,32.93709,23.01142,23.43521,21.18763,24.31411,30.30848,30.82712,35.35855,27.72759,18.55533,32.21821,31.12246,32.89205,18.21288,23.15455,22.93426,30.96193,27.26231,25.70366,21.99471,30.03795,22.78978,23.36494,25.05157,22.85168,31.2522,24.39856,20.38106,35.41971,29.23934,22.24632,31.08719,22.0858,21.33248,24.45211,32.4943,22.04482,22.21744,32.74111,20.72021,22.62689,24.29043,18.24695,32.69799,24.8845,24.36095,26.44999,23.27416,33.08218,24.12946,24.39114,24.1052,34.46069,22.33864,23.50107,22.46477,24.94109,31.24517,33.65849,27.8798,28.73047,21.28737,25.15646,23.22084,26.31472,32.02578,29.32477,30.70827,30.91492
1,0.110445,0.06945398,0.1193622,0.1251445,0.1113686,0.1712206,0.07323604,0.1287524,0.1021718,0.09987482,0.1290112,0.09463305,0.177075,0.1060215,0.1199185,0.1452482,0.1270068,0.1383182,0.1696249,0.1472024,0.1645732,0.117798,0.1116954,0.168327,0.1292638,0.1301911,0.1443119,0.1107448,0.1978028,0.1357399,0.1137971,0.1159067,0.1273444,0.1126328,0.1047264,0.1780663,0.09082482,0.1293171,0.14028,0.1205571,0.08370175,0.09111775,0.125132,0.1263685,0.1038801,0.1517029,0.09627023,0.1309225,0.09746262,0.1440868,0.09693917,0.116764,0.1008245,0.1480914,0.09282489,0.09290512,0.09795996,0.0621166,0.1099928,0.1483954,0.1224498,0.1759508,0.07163822,0.1028951,0.1444439,0.1683746,0.1142122,0.07399286,0.1416942,0.146041,0.1061231,0.1360973,0.104826,0.07860371,0.15492,0.1002351,0.07926416,0.1231224,0.08816893,0.100919,0.08770899,0.1289092,0.1221118,0.1575659,0.1301578,0.1288364,0.1246689,0.05657746,0.1561331,0.1180043,0.09989983,0.1084987,0.09974651,0.1419496,0.1070315,0.1418608,0.0925218,0.1441014,0.1080291,0.1720746,0.1216324,0.1088669,0.1056633,0.1201388,0.1341176,0.06609733,0.1162353,0.1259216,0.0881727,0.1373034,0.1659832,0.2042497,0.08692825,0.1271961,0.1558676,0.1216576,0.1263547,0.1372842,0.1074503,0.1198182,0.09778884,0.1393705,0.1105884,0.1378822,0.1367029,0.1086609,0.08244267,0.0936838,0.1207513,0.126302,0.1503431,0.1354039,0.1363621,0.1595253,0.07244563,0.123282,0.06715783,0.123335,0.1497626,0.1863457,0.09576377,0.143288,0.149538,0.09952421,0.09412169,0.1073692,0.1249582,0.1361081,0.1236816,0.1367535,0.1378002,0.1586979,0.1897101,0.1589116,0.1446076,0.1151205,0.142301,0.09999275,0.1086633,0.07172268,0.1567363,0.1369619,0.1272175,0.08142452,0.1190191,0.1135405,0.10286,0.1429647,0.1424953,0.1024902,0.1011924,0.09547161,0.1444732,0.09534748,0.1246797,0.1547721,0.1422937,0.09325057,0.07564265,0.1343176,0.08428831,0.1108919,0.1004873,0.1023799,0.1540037,0.1074542,0.07446229,0.1013227,0.1003559
2,23.39353,25.60658,23.87125,27.35918,34.52875,27.00566,31.39191,30.00946,20.22776,28.25418,28.02709,30.2118,21.39879,21.8364,26.15949,28.50956,25.29244,20.53914,19.72372,27.47947,26.64446,29.17952,22.39315,29.55579,30.38214,28.17835,32.18118,32.1868,20.11992,18.22288,22.25849,24.36462,31.54512,16.19433,29.94129,18.41643,24.40866,25.46342,30.59343,24.88885,20.57318,28.60758,22.42579,30.74076,32.71512,32.75934,22.93679,20.83159,33.37119,30.96319,24.7044,17.33902,31.2624,29.57011,30.77398,22.43618,31.30278,19.67723,19.55453,17.65268,31.80216,17.18918,20.40125,22.63471,21.94987,21.9594,31.27032,32.18762,27.36435,19.44186,32.81551,21.19959,31.06362,25.86583,18.79589,28.54315,23.19169,30.71884,29.62165,21.15633,18.66611,23.24457,30.65923,19.81384,19.17226,31.20074,31.91221,20.13551,19.85512,30.66767,30.78481,25.3888,29.22567,22.67421,18.89002,18.98459,30.3838,31.80985,31.43666,17.21356,24.74926,27.12201,27.70989,20.90917,23.64235,33.5738,29.66515,32.98528,31.67384,18.20095,18.98904,18.76751,31.84655,31.32767,20.55743,26.28691,32.1779,30.65376,29.18464,28.44038,30.60659,20.58975,21.94451,19.36211,22.83126,28.37627,28.90602,33.93609,25.75788,16.95251,30.60281,27.9462,31.81955,16.36052,21.84401,21.39151,29.94382,24.78297,22.73836,19.88632,28.29677,20.82214,20.90862,23.19616,21.24777,28.96441,22.35211,18.39547,32.61104,27.26876,20.18736,29.30298,18.86943,18.67249,22.2424,30.67875,19.98107,20.70214,29.98206,19.54605,20.27852,21.72748,16.60908,31.47366,23.10356,22.78522,24.77586,21.17839,32.14162,22.89111,22.70928,22.50161,32.35333,20.95077,21.66626,19.43632,23.52161,29.68146,31.9318,25.08208,27.08053,19.44191,23.57936,21.30758,24.44605,29.94863,27.85986,29.04967,29.83024
3,25.26243,26.50814,25.96734,28.93737,35.60941,29.8632,32.3324,32.54956,21.29753,29.83595,29.64695,32.04808,23.75113,22.93242,27.92201,30.03019,26.89423,21.31246,21.70122,29.86253,29.8245,30.62544,23.85865,31.14344,32.6295,31.19209,34.8163,33.5623,21.60569,19.79281,23.86782,25.78114,33.00151,17.58524,31.41235,20.12329,26.13265,27.19412,32.15936,25.66199,21.85672,30.08201,24.30039,32.08145,34.24642,35.05821,24.22196,22.68925,35.09837,32.34436,25.98353,18.62873,33.07011,31.11923,32.26269,23.40213,33.69518,20.36944,20.97674,19.30305,33.90663,18.97664,21.28819,23.78084,23.93124,22.79087,32.72689,33.23039,29.3536,21.19335,34.63618,22.23079,32.25507,26.95357,20.16604,29.71241,24.03768,31.91487,31.25164,22.26766,19.85497,25.35541,32.0602,21.69439,20.81599,32.91347,33.96972,21.1509,22.01173,32.20453,32.13087,26.70278,30.7173,24.4679,20.47333,21.00798,31.85902,33.04843,32.50528,18.35558,26.76365,28.73412,28.76399,22.13349,25.05106,34.91801,31.62379,34.63611,32.76361,19.35127,21.11007,20.893,33.2381,32.57108,21.80262,28.28878,33.37385,32.28774,30.79612,30.28455,32.36284,22.37259,23.14305,20.33114,24.16043,29.91909,30.39749,35.32503,27.30312,18.02572,32.25311,30.33788,33.24522,17.6475,23.17324,22.53236,30.89037,26.80949,24.80694,21.3562,29.58831,22.24809,22.41321,24.8876,22.34065,30.59367,24.11381,20.41156,35.11996,28.76882,21.58063,31.9534,21.61563,20.88538,23.84575,32.36703,21.14219,21.74585,32.33499,20.52566,22.12624,23.89167,17.93037,32.7278,24.31981,24.0873,26.37603,22.56792,33.53244,23.87386,23.8095,23.96601,34.93076,21.94201,23.10026,21.69647,25.00367,31.07327,33.30227,27.75529,28.40665,20.88199,24.63287,22.94069,25.87307,31.57794,28.99275,30.33501,30.93449
4,27.42688,27.70153,28.43692,31.18819,36.94447,32.237,33.88944,35.58507,23.05695,32.16041,32.92506,34.90062,27.37602,24.60732,30.11464,33.6811,29.28191,22.17778,25.01825,33.25743,33.27729,33.31961,26.27881,33.64746,36.81855,34.39895,38.13037,35.86819,24.25562,22.17354,26.10211,27.7541,34.81327,19.11041,33.00006,22.80542,28.24101,31.45458,35.00352,26.85561,23.41106,31.96188,26.6088,35.18564,37.0133,37.78266,26.0022,25.38764,37.87359,34.10266,27.75954,20.48968,35.15012,33.27158,34.45594,24.78789,36.91329,21.18339,22.72337,21.4155,36.93034,21.19306,22.3619,25.73421,26.95049,23.76199,34.77877,34.94482,32.31271,23.72369,37.91319,23.46733,34.44459,28.48592,22.97773,31.48925,25.4035,33.32113,33.45325,23.91207,21.36825,28.25797,34.56324,24.46436,22.85117,35.55194,37.28498,22.11242,25.28642,34.70548,34.55586,28.51327,32.95095,26.96508,22.20315,23.40319,33.88424,36.18111,34.57738,19.4811,29.28291,31.68241,31.35454,24.08632,27.83321,36.97582,33.92484,37.5245,34.29959,20.71817,24.16178,24.45237,35.20303,34.25759,23.6896,31.19033,34.98961,35.06565,33.5284,32.86848,35.28043,24.9556,24.74057,22.28533,25.84318,32.33616,32.45092,37.04327,29.73287,19.70548,34.87167,34.20353,35.21718,19.63274,24.37407,23.99725,32.13649,29.7502,28.39037,23.39369,31.95103,24.21119,25.18925,26.83203,24.37409,33.20752,26.1685,22.42478,38.38702,30.97546,23.77776,34.34308,24.89317,23.47097,26.0858,34.69472,23.68813,23.60954,35.59382,21.73914,24.52277,26.45593,19.61402,34.28442,26.44143,25.68246,28.1105,25.03135,35.71206,25.19249,25.69833,25.58842,37.54311,23.52122,24.94014,25.67467,27.12569,32.89234,35.19201,30.87927,30.15683,22.92198,26.30516,24.93254,27.7714,33.96366,30.60447,32.33965,32.09967
5,4.033348,2.094955,4.56567,3.829008,2.415722,5.231342,2.497532,5.575611,2.829191,3.906225,4.897968,4.688816,5.977226,2.770916,3.955149,5.171541,3.98947,1.638641,5.294529,5.777964,6.632826,4.140091,3.885664,4.091671,6.436409,6.220596,5.9492,3.681389,4.135704,3.950661,3.843618,3.389481,3.268148,2.916086,3.058775,4.388985,3.832348,5.991159,4.410099,1.966763,2.837883,3.354301,4.183016,4.444883,4.298176,5.023319,3.065411,4.556051,4.502403,3.139475,3.055134,3.150658,3.887716,3.701469,3.681965,2.351713,5.610508,1.506161,3.168848,3.762819,5.128181,4.003878,1.960655,3.099501,5.000618,1.802597,3.508446,2.757198,4.94836,4.281826,5.097679,2.267736,3.380964,2.62009,4.181841,2.946102,2.211805,2.602295,3.8316,2.755737,2.702143,5.013407,3.904018,4.650518,3.678902,4.351202,5.372778,1.976912,5.431293,4.037807,3.771053,3.124468,3.725281,4.290863,3.313131,4.418608,3.500431,4.371258,3.14072,2.267538,4.533644,4.560404,3.644648,3.177156,4.190857,3.40202,4.259697,4.539215,2.625757,2.517221,5.172733,5.684858,3.356482,2.929916,3.132162,4.903412,2.81171,4.411888,4.343765,4.428104,4.673836,4.365856,2.796064,2.923223,3.011913,3.95989,3.544907,3.107178,3.974993,2.752972,4.268864,6.257336,3.397633,3.272217,2.530056,2.60574,2.192675,4.967236,5.652008,3.507368,3.654263,3.389059,4.280624,3.635864,3.12632,4.243107,3.816393,4.029305,5.775978,3.706701,3.590403,5.040098,6.023741,4.798475,3.843391,4.015976,3.707062,2.907404,5.611767,2.193094,4.244249,4.728449,3.004934,2.810764,3.33787,2.897232,3.334637,3.852959,3.570442,2.301376,2.989044,3.086811,5.189777,2.57045,3.273884,6.238356,3.604078,3.210884,3.260216,5.797194,3.076298,3.480066,2.7258,3.624962,3.32535,4.015026,2.744608,3.289978,2.269436
6,79.74947,133.6782,133.4483,226.1091,321.7159,268.448,99.63555,212.0955,111.1236,157.0296,145.5687,102.9758,129.7739,108.2659,183.0752,189.3251,121.9802,125.1899,131.8681,198.6531,233.7329,203.1423,86.34925,278.8768,133.817,111.5647,231.8482,219.6036,203.1661,89.0032,88.88429,101.1474,310.7331,126.8025,250.3404,105.2385,195.2429,138.1647,252.3567,229.3123,99.79056,143.203,137.8281,150.8039,194.8081,267.5259,73.00206,141.1267,96.02908,352.611,73.20685,86.22308,180.3183,379.3407,111.471,194.2445,111.9356,344.6508,55.28217,184.6606,177.7706,140.7884,63.97475,113.8098,115.7327,252.0864,239.076,220.9534,183.1377,120.7038,130.6138,221.0231,183.125,216.7551,121.8763,194.1436,92.61977,305.1779,66.6629,59.21011,122.55,240.8227,235.9971,119.2252,125.9648,219.5281,124.5469,68.43994,154.3664,235.3987,152.0469,107.707,199.3334,145.2624,109.3059,98.79993,229.8968,256.3551,228.178,131.5449,84.95843,182.1146,66.24722,115.6482,312.2902,94.61203,241.2781,154.9321,239.6532,56.57164,89.37602,139.0718,285.4319,265.5838,130.4141,127.2497,222.4241,228.7002,137.2379,271.1462,131.3296,163.8978,140.1312,115.4973,186.665,186.5982,129.9978,230.1553,196.7471,60.20357,296.9895,181.501,366.5097,106.9743,93.28664,161.3524,195.4072,175.5726,125.4365,328.8872,173.9199,213.9316,94.22161,73.45572,174.6905,178.8773,165.7626,147.7389,130.9119,220.3353,88.51958,289.3705,196.2398,99.63706,134.6846,240.5105,101.694,180.5332,122.8006,93.32294,212.5145,128.4635,103.998,178.1638,113.3215,107.4942,163.8174,185.31,370.6997,176.887,144.7207,212.9702,200.3277,74.38694,171.9113,125.668,246.4509,206.2046,199.2807,110.2554,144.6626,133.3342,103.6012,132.1081,189.7863,209.8754,143.1035,154.97,262.2466
7,258.3766,244.7431,208.3659,367.681,360.6284,323.6646,206.3517,396.5717,303.176,273.2896,305.3144,165.04,251.6647,243.3532,380.9531,285.0967,212.4223,252.0672,414.668,348.2723,301.043,322.9078,171.7845,427.2874,207.7337,203.2212,341.2036,374.7967,431.6133,204.8598,243.7092,228.8958,520.1255,209.5695,370.0444,170.8363,289.9197,251.9747,402.024,404.0213,139.0522,223.0566,204.8804,221.7016,330.4488,376.863,194.1894,331.3311,161.9196,447.4137,147.5311,249.4134,279.8916,435.6492,224.2476,306.7464,190.2895,947.2475,113.4744,240.4491,316.7312,266.0881,215.5517,314.3074,286.1933,438.3848,383.7482,413.8452,324.3315,159.8445,215.5477,322.913,421.8936,365.851,195.8099,269.6264,149.9427,400.8875,125.2211,121.0926,153.7543,318.7981,355.8952,267.7492,206.9111,313.3893,123.6797,104.664,308.8933,336.7524,238.7912,235.8834,308.895,298.861,175.8433,165.387,312.5833,376.9575,262.0681,226.9956,252.4554,350.9333,163.5563,267.6877,489.5498,148.264,351.8442,234.1951,379.9503,95.9528,167.4598,259.7571,439.9744,392.6888,271.3708,312.3111,295.8092,281.8591,240.2127,358.524,283.7133,371.6335,283.6167,234.5006,306.1912,361.6399,238.8471,369.2585,383.697,137.0893,422.287,285.124,449.2608,412.216,161.4316,377.5339,362.6836,272.6723,220.9343,847.7723,270.909,741.1971,176.6059,161.5801,261.1067,358.0977,268.8247,243.482,224.8653,440.4639,297.1746,341.6776,301.1477,196.481,262.9818,377.9521,284.3373,362.9305,264.9361,134.0685,487.0652,201.7642,234.8168,294.6096,188.3589,183.8795,261.6469,451.3676,435.6225,296.3238,289.4196,291.8019,262.6422,154.3904,385.8079,181.6002,345.4109,341.6002,383.5222,172.2379,244.9133,199.9766,213.8042,220.2372,356.9524,358.646,257.0192,273.6969,561.7974
8,33.36207,26.36281,39.86865,39.62876,74.69944,115.8033,58.36052,67.1993,58.27414,28.00245,65.74059,25.90636,55.44024,68.98338,61.56355,70.16101,45.48424,90.06815,26.52805,51.41093,65.14312,49.38802,17.29324,112.9324,45.77788,51.64207,80.99058,104.9983,86.58345,160.3611,51.20303,66.39223,83.88437,11.12326,76.53741,60.17154,27.38595,30.94619,79.54373,33.47981,22.67017,48.12736,48.02379,53.76396,65.2634,96.27631,17.97386,20.71688,45.8438,129.998,75.79869,52.0269,37.287,68.50951,49.52755,63.25198,24.51059,12.20339,17.57197,42.90458,78.16573,43.10848,22.54184,23.2232,19.42562,29.91342,53.95501,19.81076,39.7515,42.73137,56.16631,97.49313,93.4941,17.41335,30.78178,76.72773,27.83084,79.04205,37.25878,111.0482,14.53108,46.19382,54.02929,31.49875,15.69339,69.36411,106.5653,15.86404,48.53278,67.53252,43.20543,34.02823,61.43675,44.26357,33.50817,32.8704,46.99947,81.96927,70.3273,57.79071,57.20609,62.3394,46.18275,33.08649,52.57446,20.68019,88.69378,66.15964,64.98335,98.19831,28.49661,58.01997,27.71381,82.28398,69.17072,36.05832,86.99934,81.33553,30.67227,64.59628,32.16798,21.41306,41.11469,35.68671,57.6679,75.70109,17.01924,86.67931,45.70705,38.40079,81.93698,60.14621,76.17319,37.80868,10.26194,24.89675,33.51667,46.67504,45.05604,44.31026,32.55585,29.26149,32.26976,42.36787,14.86772,42.93407,51.10111,29.84846,61.12768,86.90501,68.63732,91.59393,56.89577,31.68575,58.59903,69.66938,60.84962,16.19274,21.84458,18.31354,22.14381,25.41192,38.55342,48.83519,65.12783,39.69864,28.05429,44.74732,83.68517,50.12963,33.17897,11.60876,152.5549,21.04727,66.21188,24.08847,94.80672,55.94174,23.5753,39.81861,25.6606,30.52479,28.10131,33.4645,113.6636,56.07246,25.1388,39.08945,51.92491
